Country,Country_Encoded
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Argentina,3
Armenia,4
Armenia,4
Armenia,4
Armenia,4
Armenia,4
Armenia,4
Armenia,4
Armenia,4
Armenia,4
Armenia,4
Armenia,4
Armenia,4
Armenia,4
Armenia,4
Armenia,4
Armenia,4
Armenia,4
Armenia,4
Armenia,4
Armenia,4
Armenia,4
Armenia,4
Armenia,4
Armenia,4
Armenia,4
Armenia,4
Armenia,4
Armenia,4
Armenia,4
Armenia,4
Armenia,4
Armenia,4
Armenia,4
Armenia,4
Armenia,4
Armenia,4
Armenia,4
Armenia,4
Armenia,4
Armenia,4
Armenia,4
Armenia,4
Armenia,4
Armenia,4
Armenia,4
Armenia,4
Armenia,4
Armenia,4
Armenia,4
Armenia,4
Armenia,4
Armenia,4
Armenia,4
Armenia,4
Armenia,4
Armenia,4
Armenia,4
Armenia,4
Armenia,4
Armenia,4
Armenia,4
Armenia,4
Armenia,4
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
Australia,5
